topic,action,path,reason
Margaret Thatcher,create_planned,/home/dan/wealtheow/Topic Notes/Margaret Thatcher.md,missing topic note
Margaret ​Thatcher,exists,/home/dan/wealtheow/Topic Notes/Margaret ​Thatcher.md,topic note already exists
Marine biology,create_planned,/home/dan/wealtheow/Topic Notes/Marine biology.md,missing topic note
Marine Ecosystems,create_planned,/home/dan/wealtheow/Topic Notes/Marine Ecosystems.md,missing topic note
marine geohazards,create_planned,/home/dan/wealtheow/Topic Notes/marine geohazards.md,missing topic note
Marine Mammals,create_planned,/home/dan/wealtheow/Topic Notes/Marine Mammals.md,missing topic note
Maritime Archaeology,create_planned,/home/dan/wealtheow/Topic Notes/Maritime Archaeology.md,missing topic note
Mark Bourrie (author),exists,/home/dan/wealtheow/Topic Notes/Mark Bourrie (author).md,topic note already exists
Mark Carney,exists,/home/dan/wealtheow/Topic Notes/Mark Carney.md,topic note already exists
Mark Galeotti,create_planned,/home/dan/wealtheow/Topic Notes/Mark Galeotti.md,missing topic note
Mark I tank,create_planned,/home/dan/wealtheow/Topic Notes/Mark I tank.md,missing topic note
Mark Kerr,create_planned,/home/dan/wealtheow/Topic Notes/Mark Kerr.md,missing topic note
Mark Kielberger,exists,/home/dan/wealtheow/Topic Notes/Mark Kielberger.md,topic note already exists
Mark Kingwell,create_planned,/home/dan/wealtheow/Topic Notes/Mark Kingwell.md,missing topic note
Mark Lewisohn,create_planned,/home/dan/wealtheow/Topic Notes/Mark Lewisohn.md,missing topic note
Mark Muro,exists,/home/dan/wealtheow/Topic Notes/Mark Muro.md,topic note already exists
Mark Schroeder,create_planned,/home/dan/wealtheow/Topic Notes/Mark Schroeder.md,missing topic note
Mark Zuckerberg (Business person),exists,/home/dan/wealtheow/Topic Notes/Mark Zuckerberg (Business person).md,topic note already exists
Market Mechanisms,create_planned,/home/dan/wealtheow/Topic Notes/Market Mechanisms.md,missing topic note
Market Prediction,create_planned,/home/dan/wealtheow/Topic Notes/Market Prediction.md,missing topic note
market signals,create_planned,/home/dan/wealtheow/Topic Notes/market signals.md,missing topic note
Markets,create_planned,/home/dan/wealtheow/Topic Notes/Markets.md,missing topic note
markets,create_planned,/home/dan/wealtheow/Topic Notes/markets.md,missing topic note
Marriage,create_planned,/home/dan/wealtheow/Topic Notes/Marriage.md,missing topic note
Marshall Ganz,create_planned,/home/dan/wealtheow/Topic Notes/Marshall Ganz.md,missing topic note
Marshall McLuhan,create_planned,/home/dan/wealtheow/Topic Notes/Marshall McLuhan.md,missing topic note
Martin Daly,create_planned,/home/dan/wealtheow/Topic Notes/Martin Daly.md,missing topic note
Martin Luther King,exists,/home/dan/wealtheow/Topic Notes/Martin Luther King.md,topic note already exists
Martin N. Muller,create_planned,/home/dan/wealtheow/Topic Notes/Martin N. Muller.md,missing topic note
Marxism,create_planned,/home/dan/wealtheow/Topic Notes/Marxism.md,missing topic note
Marxist intellectual history,create_planned,/home/dan/wealtheow/Topic Notes/Marxist intellectual history.md,missing topic note
Mary Rose O'Reilley,exists,/home/dan/wealtheow/Topic Notes/Mary Rose O'Reilley.md,topic note already exists
Mary Wells,create_planned,/home/dan/wealtheow/Topic Notes/Mary Wells.md,missing topic note
Masculinity,create_planned,/home/dan/wealtheow/Topic Notes/Masculinity.md,missing topic note
Mass Higher Education,create_planned,/home/dan/wealtheow/Topic Notes/Mass Higher Education.md,missing topic note
mass mobilization,create_planned,/home/dan/wealtheow/Topic Notes/mass mobilization.md,missing topic note
mass suicide,create_planned,/home/dan/wealtheow/Topic Notes/mass suicide.md,missing topic note
Mass Violence,create_planned,/home/dan/wealtheow/Topic Notes/Mass Violence.md,missing topic note
mastery,create_planned,/home/dan/wealtheow/Topic Notes/mastery.md,missing topic note
material culture,create_planned,/home/dan/wealtheow/Topic Notes/material culture.md,missing topic note
Material Realism in Thrillers,create_planned,/home/dan/wealtheow/Topic Notes/Material Realism in Thrillers.md,missing topic note
material text,create_planned,/home/dan/wealtheow/Topic Notes/material text.md,missing topic note
materialism,create_planned,/home/dan/wealtheow/Topic Notes/materialism.md,missing topic note
materiality,create_planned,/home/dan/wealtheow/Topic Notes/materiality.md,missing topic note
math education,create_planned,/home/dan/wealtheow/Topic Notes/math education.md,missing topic note
mathematical model,create_planned,/home/dan/wealtheow/Topic Notes/mathematical model.md,missing topic note
Mathematics (Discipline),exists,/home/dan/wealtheow/Topic Notes/Mathematics (Discipline).md,topic note already exists
mating behaviour,create_planned,/home/dan/wealtheow/Topic Notes/mating behaviour.md,missing topic note
Matt Beane,create_planned,/home/dan/wealtheow/Topic Notes/Matt Beane.md,missing topic note
Matt Letts,exists,/home/dan/wealtheow/Topic Notes/Matt Letts.md,topic note already exists
Matthew Effect,create_planned,/home/dan/wealtheow/Topic Notes/Matthew Effect.md,missing topic note
Matthew Xia,create_planned,/home/dan/wealtheow/Topic Notes/Matthew Xia.md,missing topic note
Mattingly,create_planned,/home/dan/wealtheow/Topic Notes/Mattingly.md,missing topic note
Maura Finkelstein,create_planned,/home/dan/wealtheow/Topic Notes/Maura Finkelstein.md,missing topic note
Maurice Duverger,create_planned,/home/dan/wealtheow/Topic Notes/Maurice Duverger.md,missing topic note
Max Planck Institute,exists,/home/dan/wealtheow/Topic Notes/Max Planck Institute.md,topic note already exists
Max Planck Institute for Chemistry,create_planned,/home/dan/wealtheow/Topic Notes/Max Planck Institute for Chemistry.md,missing topic note
Max Tegmark,create_planned,/home/dan/wealtheow/Topic Notes/Max Tegmark.md,missing topic note
Max Weber,exists,/home/dan/wealtheow/Topic Notes/Max Weber.md,topic note already exists
May 2021 Gaza conflict,create_planned,/home/dan/wealtheow/Topic Notes/May 2021 Gaza conflict.md,missing topic note
Mayor,exists,/home/dan/wealtheow/Topic Notes/Mayor.md,topic note already exists
McKinsey,create_planned,/home/dan/wealtheow/Topic Notes/McKinsey.md,missing topic note
Meaning in Life,create_planned,/home/dan/wealtheow/Topic Notes/Meaning in Life.md,missing topic note
Measles Mumps and Rubella (MMR) Vaccine,create_planned,/home/dan/wealtheow/Topic Notes/Measles Mumps and Rubella (MMR) Vaccine.md,missing topic note
measurement; assessment; purposes of education; democracy; ethics; accountability; standardised testing; policy,create_planned,/home/dan/wealtheow/Topic Notes/measurement; assessment; purposes of education; democracy; ethics; accountability; standardised testing; policy.md,missing topic note
mechanical imagination,create_planned,/home/dan/wealtheow/Topic Notes/mechanical imagination.md,missing topic note
Media,exists,/home/dan/wealtheow/Topic Notes/Media.md,topic note already exists
Media and Popular Culture,create_planned,/home/dan/wealtheow/Topic Notes/Media and Popular Culture.md,missing topic note
Media and Public Opinion,create_planned,/home/dan/wealtheow/Topic Notes/Media and Public Opinion.md,missing topic note
media criticism,create_planned,/home/dan/wealtheow/Topic Notes/media criticism.md,missing topic note
Media Criticism,create_planned,/home/dan/wealtheow/Topic Notes/Media Criticism.md,missing topic note
Media Discourse,create_planned,/home/dan/wealtheow/Topic Notes/Media Discourse.md,missing topic note
media education,create_planned,/home/dan/wealtheow/Topic Notes/media education.md,missing topic note
Media Explorer,create_planned,/home/dan/wealtheow/Topic Notes/Media Explorer.md,missing topic note
Media Framing,create_planned,/home/dan/wealtheow/Topic Notes/Media Framing.md,missing topic note
Media Influence,exists,/home/dan/wealtheow/Topic Notes/Media Influence.md,topic note already exists
media law,exists,/home/dan/wealtheow/Topic Notes/media law.md,topic note already exists
Media Literacy,create_planned,/home/dan/wealtheow/Topic Notes/Media Literacy.md,missing topic note
media literacy,create_planned,/home/dan/wealtheow/Topic Notes/media literacy.md,missing topic note
Media misogyny patterns,create_planned,/home/dan/wealtheow/Topic Notes/Media misogyny patterns.md,missing topic note
Media Spectacle,create_planned,/home/dan/wealtheow/Topic Notes/Media Spectacle.md,missing topic note
media strategy,create_planned,/home/dan/wealtheow/Topic Notes/media strategy.md,missing topic note
media studies,create_planned,/home/dan/wealtheow/Topic Notes/media studies.md,missing topic note
Media Studies,create_planned,/home/dan/wealtheow/Topic Notes/Media Studies.md,missing topic note
media violence,create_planned,/home/dan/wealtheow/Topic Notes/media violence.md,missing topic note
Medical Diagnosis,create_planned,/home/dan/wealtheow/Topic Notes/Medical Diagnosis.md,missing topic note
Medical Ethics,create_planned,/home/dan/wealtheow/Topic Notes/Medical Ethics.md,missing topic note
medical journalism,create_planned,/home/dan/wealtheow/Topic Notes/medical journalism.md,missing topic note
Medical Publishing,create_planned,/home/dan/wealtheow/Topic Notes/Medical Publishing.md,missing topic note
Medicine Hat,exists,/home/dan/wealtheow/Topic Notes/Medicine Hat.md,topic note already exists
Medieval Arts,exists,/home/dan/wealtheow/Topic Notes/Medieval Arts.md,topic note already exists
Medieval Codicology,create_planned,/home/dan/wealtheow/Topic Notes/Medieval Codicology.md,missing topic note
Medieval Cosmology,create_planned,/home/dan/wealtheow/Topic Notes/Medieval Cosmology.md,missing topic note
medieval English,create_planned,/home/dan/wealtheow/Topic Notes/medieval English.md,missing topic note
Medieval Europe,create_planned,/home/dan/wealtheow/Topic Notes/Medieval Europe.md,missing topic note
medieval language,create_planned,/home/dan/wealtheow/Topic Notes/medieval language.md,missing topic note
medieval literature,create_planned,/home/dan/wealtheow/Topic Notes/medieval literature.md,missing topic note
Medieval Optimum Period,exists,/home/dan/wealtheow/Topic Notes/Medieval Optimum Period.md,topic note already exists
medieval scholarship,create_planned,/home/dan/wealtheow/Topic Notes/medieval scholarship.md,missing topic note
medieval studies,create_planned,/home/dan/wealtheow/Topic Notes/medieval studies.md,missing topic note
medieval trade,create_planned,/home/dan/wealtheow/Topic Notes/medieval trade.md,missing topic note
Medieval Warm Period,exists,/home/dan/wealtheow/Topic Notes/Medieval Warm Period.md,topic note already exists
mediocrity,create_planned,/home/dan/wealtheow/Topic Notes/mediocrity.md,missing topic note
Meech Lake Accord,create_planned,/home/dan/wealtheow/Topic Notes/Meech Lake Accord.md,missing topic note
Meetings,exists,/home/dan/wealtheow/Topic Notes/Meetings.md,topic note already exists
Megaproject governance,create_planned,/home/dan/wealtheow/Topic Notes/Megaproject governance.md,missing topic note
Melanie J. McGrath,exists,/home/dan/wealtheow/Topic Notes/Melanie J. McGrath.md,topic note already exists
Melissa A. Wheeler,exists,/home/dan/wealtheow/Topic Notes/Melissa A. Wheeler.md,topic note already exists
Melissa Emery Thompson,create_planned,/home/dan/wealtheow/Topic Notes/Melissa Emery Thompson.md,missing topic note
Memetic Warfare,create_planned,/home/dan/wealtheow/Topic Notes/Memetic Warfare.md,missing topic note
memoir,create_planned,/home/dan/wealtheow/Topic Notes/memoir.md,missing topic note
Memoir,create_planned,/home/dan/wealtheow/Topic Notes/Memoir.md,missing topic note
Memorial Park Cemetery,create_planned,/home/dan/wealtheow/Topic Notes/Memorial Park Cemetery.md,missing topic note
memory,create_planned,/home/dan/wealtheow/Topic Notes/memory.md,missing topic note
Memory,create_planned,/home/dan/wealtheow/Topic Notes/Memory.md,missing topic note
memory arts; ars memoriae; medieval pedagogy; cognition; composition; meditation; manuscript culture; learning techniques; rhetorical training; monastic schooling,create_planned,/home/dan/wealtheow/Topic Notes/memory arts; ars memoriae; medieval pedagogy; cognition; composition; meditation; manuscript culture; learning techniques; rhetorical training; monastic schooling.md,missing topic note
Memory development,exists,/home/dan/wealtheow/Topic Notes/Memory development.md,topic note already exists
Memory disorders,exists,/home/dan/wealtheow/Topic Notes/Memory disorders.md,topic note already exists
Memory formation,exists,/home/dan/wealtheow/Topic Notes/Memory formation.md,topic note already exists
Memory retention,exists,/home/dan/wealtheow/Topic Notes/Memory retention.md,topic note already exists
Memory retrieval,exists,/home/dan/wealtheow/Topic Notes/Memory retrieval.md,topic note already exists
memory studies,create_planned,/home/dan/wealtheow/Topic Notes/memory studies.md,missing topic note
Men,exists,/home/dan/wealtheow/Topic Notes/Men.md,topic note already exists
Men against Fire,create_planned,/home/dan/wealtheow/Topic Notes/Men against Fire.md,missing topic note
Men and boys,create_planned,/home/dan/wealtheow/Topic Notes/Men and boys.md,missing topic note
mental health,create_planned,/home/dan/wealtheow/Topic Notes/mental health.md,missing topic note
Mental Health,create_planned,/home/dan/wealtheow/Topic Notes/Mental Health.md,missing topic note
Mental health,create_planned,/home/dan/wealtheow/Topic Notes/Mental health.md,missing topic note
Mentorship,create_planned,/home/dan/wealtheow/Topic Notes/Mentorship.md,missing topic note
Meredith McKinney,create_planned,/home/dan/wealtheow/Topic Notes/Meredith McKinney.md,missing topic note
Meric Gertler,create_planned,/home/dan/wealtheow/Topic Notes/Meric Gertler.md,missing topic note
Merit,exists,/home/dan/wealtheow/Topic Notes/Merit.md,topic note already exists
Merit Pay,create_planned,/home/dan/wealtheow/Topic Notes/Merit Pay.md,missing topic note
Meritocracy,exists,/home/dan/wealtheow/Topic Notes/Meritocracy.md,topic note already exists
Meritocracy Debate,create_planned,/home/dan/wealtheow/Topic Notes/Meritocracy Debate.md,missing topic note
Meritocratic Aristocracy,create_planned,/home/dan/wealtheow/Topic Notes/Meritocratic Aristocracy.md,missing topic note
Merton1968MatthewEffect,create_planned,/home/dan/wealtheow/Topic Notes/Merton1968MatthewEffect.md,missing topic note
Meta,create_planned,/home/dan/wealtheow/Topic Notes/Meta.md,missing topic note
Meta (Company),exists,/home/dan/wealtheow/Topic Notes/Meta (Company).md,topic note already exists
Meta Llama,create_planned,/home/dan/wealtheow/Topic Notes/Meta Llama.md,missing topic note
meta-analysis,create_planned,/home/dan/wealtheow/Topic Notes/meta-analysis.md,missing topic note
meta-scholarship,create_planned,/home/dan/wealtheow/Topic Notes/meta-scholarship.md,missing topic note
Metabolism,create_planned,/home/dan/wealtheow/Topic Notes/Metabolism.md,missing topic note
Metabolist architecture,create_planned,/home/dan/wealtheow/Topic Notes/Metabolist architecture.md,missing topic note
metacognition,create_planned,/home/dan/wealtheow/Topic Notes/metacognition.md,missing topic note
Meter,create_planned,/home/dan/wealtheow/Topic Notes/Meter.md,missing topic note
Method,exists,/home/dan/wealtheow/Topic Notes/Method.md,topic note already exists
Methodological Critiques,create_planned,/home/dan/wealtheow/Topic Notes/Methodological Critiques.md,missing topic note
methodological prefaces,create_planned,/home/dan/wealtheow/Topic Notes/methodological prefaces.md,missing topic note
